Gender,Customer_Type,Age,Travel_Class,Travel_Distance,Arrival_Delay_in_Mins,Seat_Comfort,Catering,Platform_Location,Onboard_Wifi_Service,Onboard_Entertainment,Online_Support,Ease_of_Online_Booking,Onboard_Service,Legroom,Baggage_Handling,CheckIn_Service,Cleanliness,Online_Boarding
1,0.0,44.0,1,1660,0.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,1.0,5.0
1,0.0,46.0,0,499,0.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
0,0.0,45.0,0,1963,0.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,0.0,32.0,1,1869,0.0,0.0,0.0,3.0,4.0,0.0,4.0,4.0,3.4550870760769934,5.0,5.0,5.0,4.0,4.0
0,0.0,29.0,1,1899,40.0,3.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0
0,0.1821906328563891,35.0,0,1479,0.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,4.0,1.0
0,0.1821906328563891,49.0,0,1059,28.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,1.0,21.0,1,1911,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,1.0,4.0,4.0,1.0,4.0,5.0
0,0.0,23.0,1,2510,0.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,1.0
1,1.0,30.0,1,1856,105.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0
1,0.0,55.0,0,2779,0.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,4.0
1,0.0,29.0,1,2328,16.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0
0,1.0,25.0,0,2188,6.0,5.0,2.8503023724608467,3.0,1.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0
1,0.0,47.0,1,1256,34.0,2.0,2.8503023724608467,2.0,2.0,2.0,2.0,2.0,4.0,3.0,5.0,4.0,5.0,2.0
1,0.1821906328563891,15.0,1,2072,0.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,3.4550870760769934,4.0,4.0,3.0,4.0,1.0
1,0.0,43.0,0,1643,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
0,0.0,41.0,0,396,0.0,1.0,5.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0
0,0.0,25.0,0,4898,10.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,2.0
1,0.0,39.0,0,235,0.0,1.0,4.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0
1,0.0,25.0,1,2126,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0
0,0.0,77.0,0,3644,2.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,2.0,4.0,2.0
0,0.0,37.0,0,324,59.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0
1,0.0,32.0,1,3810,22.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0
0,1.0,44.0,1,1907,21.0,4.0,4.0,1.0,5.0,4.0,2.0,5.0,2.0,4.0,1.0,4.0,1.0,5.0
1,0.1821906328563891,61.0,1,3051,71.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,4.0
0,0.0,23.0,1,1989,0.0,4.0,2.8503023724608467,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,1.0
0,0.1821906328563891,57.0,1,803,51.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0
1,0.0,28.0,0,3315,9.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,5.0,4.0,5.0
1,0.0,57.0,0,3145,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
1,0.0,56.0,1,1734,125.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0
0,0.0,58.0,0,3696,4.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1,0.1821906328563891,46.0,0,2479,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0
0,1.0,37.0,1,1099,0.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0
1,0.0,49.0,1,2093,10.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0
0,0.0,26.0,0,3279,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0
1,0.0,33.0,1,1929,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,4.0,1.0
0,1.0,22.0,1,1495,0.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,4.0,4.0,3.0,5.0
1,0.0,55.0,0,3108,0.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,3.4550870760769934,4.0,4.0,3.0,4.0,3.0
1,0.0,45.0,0,2893,0.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0
0,0.0,12.0,1,2626,92.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0
0,0.0,45.0,0,566,0.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
1,0.0,56.0,0,2819,0.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
0,0.0,14.0,1,2289,39.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0
0,0.0,41.0,0,1812,7.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0
1,1.0,27.0,0,3171,0.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,3.0,5.0,2.0
0,0.0,55.0,0,2316,0.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
1,0.0,45.0,1,1356,1.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,5.0,1.0,4.0,4.0,4.0
0,1.0,41.0,0,2785,149.0,5.0,5.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,1.0
1,1.0,26.0,1,1877,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0
1,0.0,30.0,0,3215,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0
1,0.1821906328563891,21.0,0,2758,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0
0,1.0,40.0,0,4039,0.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.4550870760769934,2.0,3.0,3.0,5.0,4.0
0,1.0,39.0,0,1938,31.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0
1,0.0,70.0,0,667,0.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0
0,0.0,31.0,1,2206,78.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.4550870760769934,1.0,3.0,2.0,4.0,4.0
1,0.1821906328563891,29.0,1,2532,3.0,1.0,2.8503023724608467,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0
0,0.0,25.0,0,3192,25.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
1,0.0,54.0,1,1716,21.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0
0,0.0,16.0,1,2018,25.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
0,1.0,39.0,0,1198,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,4.0,2.0,3.0,2.0
0,0.0,32.0,0,3516,0.0,3.0,2.8503023724608467,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0
0,1.0,42.0,1,1033,17.0,1.0,0.0,3.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
1,0.0,60.0,0,3660,0.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
1,1.0,25.0,0,2408,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,4.0,5.0,1.0
0,1.0,38.0,0,3399,0.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0
1,0.0,47.0,1,1408,89.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.4550870760769934,2.0,3.0,2.0,3.0,4.0
0,0.0,42.0,1,2361,0.0,2.0,5.0,2.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,0.1821906328563891,50.0,0,1614,26.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0
0,0.1821906328563891,28.0,1,2751,5.0,0.0,0.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
1,0.0,56.0,0,3145,0.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0
0,1.0,24.0,1,1291,18.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0
1,0.0,33.0,0,1758,12.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0
1,0.0,36.0,1,1373,26.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0
1,0.0,30.0,0,4694,23.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,3.0
0,0.1821906328563891,46.0,0,1623,0.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
0,1.0,43.0,1,2328,10.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0
1,0.0,70.0,1,3017,1.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0
1,0.0,61.0,0,1835,0.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
1,0.0,43.0,0,1035,0.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1,1.0,28.0,1,1711,19.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,3.0,4.0
0,1.0,22.0,1,1459,13.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0
0,0.1821906328563891,50.0,1,464,33.0,5.0,2.8503023724608467,5.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0
0,0.0,10.0,1,1830,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,1.0,5.0
0,0.0,56.0,0,2372,135.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,5.0,2.0
0,0.0,10.0,1,2107,14.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,47.0,0,2290,15.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0
0,0.0,45.0,0,3681,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,40.0,1,1694,30.0,2.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,0.0,23.0,1,1751,14.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0
0,1.0,22.0,1,2023,0.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,2.0
1,0.0,65.0,0,86,0.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0
0,0.0,19.0,0,1507,0.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0
1,0.0,15.0,1,2028,49.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,3.0
1,0.0,39.0,1,1164,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0
0,0.0,43.0,1,388,0.0,5.0,2.8503023724608467,1.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0
1,0.0,57.0,0,290,0.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0
1,0.0,50.0,0,59,8.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,5.0
0,0.0,41.0,0,452,10.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
0,1.0,38.0,0,1181,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,2.0
1,1.0,42.0,0,1295,0.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0
0,0.0,28.0,0,1668,0.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
0,1.0,23.0,1,2382,0.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,5.0,1.0,5.0,5.0,2.0
1,0.0,57.0,0,89,0.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0
0,0.0,58.0,1,541,0.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
0,0.0,43.0,0,2912,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0
1,0.0,40.0,1,2029,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0
0,0.0,20.0,1,2077,0.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
1,1.0,45.0,0,1694,0.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0
1,0.0,46.0,0,2105,11.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,3.4550870760769934,2.0,2.0,3.0,2.0,1.0
0,0.0,68.0,1,1090,110.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,33.0,0,1484,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.4550870760769934,2.0,3.0,4.0,1.0,5.0
0,0.0,27.0,0,1384,38.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0
1,0.0,14.0,1,2360,129.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0
0,0.0,16.0,1,1548,0.0,3.0,3.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
0,0.0,54.0,0,532,10.0,5.0,2.8503023724608467,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0
1,0.0,39.0,1,1458,0.0,3.0,1.0,2.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,3.0,5.0,5.0
1,0.1821906328563891,21.0,1,2248,0.0,1.0,2.8503023724608467,3.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,1.0
1,0.0,60.0,1,2240,8.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,4.0,3.0
1,0.1821906328563891,51.0,0,2662,0.0,2.0,2.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0
1,0.0,64.0,0,1732,0.0,2.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
1,0.0,18.0,0,3321,0.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0
0,0.0,10.0,1,2163,0.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
0,0.0,42.0,0,1771,0.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0
0,1.0,17.0,1,1740,0.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,5.0
1,0.0,13.0,1,1439,1.0,2.0,2.8503023724608467,1.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,3.0
0,0.0,43.0,0,228,7.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,3.4550870760769934,4.0,4.0,3.0,4.0,3.0
1,0.0,57.0,0,261,19.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0
1,0.0,37.0,0,692,14.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0
1,0.0,45.0,1,1934,77.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0
0,1.0,33.0,1,2032,0.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0
0,0.1821906328563891,36.0,0,3277,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,5.0,3.0
0,1.0,16.0,1,2502,0.0,5.0,5.0,1.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0
1,0.0,51.0,0,2900,197.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0
1,0.0,30.0,0,1898,0.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0
1,0.0,51.0,0,932,1.0,2.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
0,1.0,34.0,0,2173,120.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0
0,0.0,7.0,0,1756,0.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
0,0.0,16.0,1,1944,4.0,4.0,2.8503023724608467,4.0,1.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0
1,0.0,34.0,0,2740,0.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,5.0,4.0,5.0
0,0.0,26.0,1,2255,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0
0,0.0,49.0,0,1082,4.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1,0.0,76.0,1,1340,37.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0
1,0.0,52.0,0,1422,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0
1,0.0,45.0,0,325,82.0,0.0,2.8503023724608467,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0
0,1.0,22.0,0,1732,17.0,5.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0
1,1.0,33.0,1,1726,31.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0
0,0.0,52.0,0,765,0.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,3.4550870760769934,4.0,5.0,5.0,5.0,4.0
1,1.0,24.0,0,2766,0.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0
0,0.0,69.0,1,343,48.0,3.0,3.0,5.0,1.0,5.0,2.0,4.0,3.4550870760769934,3.0,4.0,3.0,4.0,4.0
1,0.0,62.0,0,3518,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0
0,0.0,23.0,0,3416,0.0,2.0,2.8503023724608467,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0
0,0.0,12.0,1,2257,0.0,0.0,0.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0
0,0.0,63.0,0,400,0.0,1.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
0,0.0,30.0,0,1794,18.0,3.0,2.8503023724608467,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0
0,1.0,27.0,1,1250,61.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,1.0,4.0,5.0
1,0.0,45.0,0,2175,56.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
0,0.0,39.0,1,2252,15.0,1.0,2.8503023724608467,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,0.0,36.0,1,3760,0.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
1,0.0,43.0,0,1440,0.0,4.0,2.8503023724608467,1.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0
0,1.0,59.0,1,1820,0.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0
1,0.0,52.0,0,3185,52.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,3.4550870760769934,5.0,5.0,4.0,5.0,4.0
0,0.0,46.0,1,858,0.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0
1,0.0,46.0,0,3218,471.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0
1,1.0,72.0,1,1882,0.0,2.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0
0,0.0,46.0,1,130,4.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0
1,0.1821906328563891,42.0,1,1332,5.0,1.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,4.0,3.0,5.0
0,0.1821906328563891,45.0,1,552,0.0,4.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0
0,0.0,39.0,1,2317,0.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,44.0,1,601,0.0,4.0,2.8503023724608467,2.0,4.0,5.0,4.0,4.0,3.0,5.0,1.0,5.0,2.0,4.0
0,0.0,41.0,0,2085,0.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
1,0.0,18.0,1,2148,71.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0
0,0.0,51.0,1,444,0.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0
0,1.0,25.0,1,1881,7.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0
1,0.0,24.0,1,1693,0.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,3.4550870760769934,3.0,2.0,4.0,1.0,5.0
0,0.0,39.0,0,2722,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,4.0
1,0.0,38.0,1,1511,0.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0
0,0.0,50.0,0,1764,0.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0
1,0.0,42.0,0,1803,0.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
0,0.0,55.0,1,293,44.0,4.0,2.8503023724608467,5.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0
1,0.0,61.0,1,2206,16.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0
0,0.0,34.0,0,2583,72.0,0.0,0.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0
1,0.0,31.0,0,4458,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0
1,0.1821906328563891,60.0,0,2109,0.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0
1,0.0,58.0,1,4275,0.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0
0,0.0,41.0,0,688,12.0,1.0,2.8503023724608467,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0
1,0.0,61.0,1,1509,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0
0,0.0,32.0,0,2578,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0
0,1.0,36.0,0,2281,13.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.4550870760769934,4.0,5.0,3.0,5.0,4.0
0,0.0,34.0,1,1961,52.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0
0,0.0,32.0,0,4984,0.0,2.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0
1,0.0,62.0,1,2165,63.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,5.0,3.0,4.0,1.0
